Name,BTERN01 - 1,BTERN01 - 2,B124 - 1,B124 - 2,BTMS0057 - 1,BTMS0057 - 2,BT30 - 1,BT30 - 2,B10 - 1,B10 - 2,BTMS0083 - 1,BTMS0083 - 2,BTMS0073 - 1,BTMS0073 - 2,BT28 - 1,BT28 - 2
2_ED27_32_07_E09,135,135,263,,118,120,191,191,206,208,284,318,130,130,183,183
2_ED27_32_08_A01,137,143,261,267,118,124,188,191,190,208,294,294,130,130,183,183
2_ED27_33_01_F10,135,143,265,299,118,126,191,191,198,238,294,294,130,130,183,183
2_ED27_34_01_B12,135,,269,271,112,120,191,191,206,206,290,300,130,130,183,183
2_ED27_34_02_A04,135,137,263,275,112,122,191,191,206,206,284,294,130,130,183,183
2_ED27_34_03_H05,135,135,259,265,118,130,191,191,190,206,282,286,130,130,183,183
2_ED27_40_01_G10,135,135,263,275,112,124,188,191,204,206,278,282,130,130,183,189
2_ED27_40_02_G06,133,143,259,267,120,124,188,191,206,210,292,306,130,130,183,189
2_ED27_40_03_F09,133,135,259,259,120,120,188,191,190,198,288,292,130,130,183,183
2_ED27_40_04_A12,135,137,265,271,124,126,191,191,204,206,278,294,130,133,183,183
2_ED27_40_05_C05,135,139,263,271,112,124,188,191,204,206,280,288,130,130,183,183
2_ED27_40_06_H02,137,143,265,271,112,124,191,191,206,206,280,308,130,133,183,189
2_ED27_40_07_A05,143,143,269,287,112,120,188,191,206,210,284,302,130,130,183,183
2_ED27_40_08_F05,135,141,263,,126,130,191,191,206,206,286,290,130,130,183,183
2_ED27_40_09_F06,133,137,267,275,124,124,191,191,210,238,286,290,130,133,183,189
2_ED27_40_10_F07,135,135,,,120,120,185,191,198,206,282,290,130,130,183,183
2_HR1_18_03_F10,141,143,263,263,118,120,188,191,206,210,286,290,130,130,183,183
2_HR2_06_02_A09,139,141,263,269,118,120,191,191,190,206,286,306,130,130,183,183
2_HR2_10_05_C07,135,135,,,120,124,188,191,198,206,282,282,130,130,183,183
2_HR2_21_05_H06,135,135,265,271,118,124,191,191,190,196,290,290,130,133,183,183
2_HR2_28_01_G10,137,137,269,269,124,130,185,191,204,210,282,290,130,130,183,183
2_HR3_01_01_B11,133,141,267,269,116,120,191,191,206,206,290,292,130,133,183,183
2_HR3_11_01_A12,135,139,263,267,120,124,191,191,206,214,292,300,130,130,183,183
2_HR3_11_02_E01,135,135,263,267,112,116,188,191,206,208,290,290,130,130,,
2_HR3_23_01_A09,135,135,267,275,116,118,191,191,238,238,280,294,130,133,183,204
2_HR3_23_02_H02,133,135,263,271,112,120,188,191,206,206,294,318,130,130,183,183
2_HR3_28_01_H05,135,135,,,118,124,191,191,196,206,282,282,130,130,183,183
2_HR4_26_01_B10,135,137,261,271,112,116,188,191,206,206,290,294,130,130,183,189
2_HR5_05A_01_A04,135,137,261,271,112,116,188,191,206,206,280,290,130,130,183,183
2_HR5_06A_03_G12,133,135,265,267,118,120,188,191,198,204,290,300,130,130,183,183
2_HR5_07A_01_E01,135,135,,,118,130,188,200,200,238,288,294,130,130,183,183
2_HR5_23_02_H05,135,137,259,269,122,130,188,191,198,204,278,282,130,130,183,183
2_HR5_28_01_A03,135,139,267,267,112,130,191,194,204,206,290,294,130,130,183,189
2_HR6_07A_02_A08,137,137,269,275,124,124,191,200,198,206,280,282,130,130,183,183
2_HR6_07A_03_C07,137,141,267,299,114,124,191,191,198,206,300,306,130,133,183,183
2_HR6_07A_04_A11,137,137,265,265,112,124,191,191,210,256,292,318,130,130,183,183
2_HR6_10_04_G06,133,137,263,269,120,130,191,191,204,210,282,308,130,130,183,183
2_HR6_12C_01_A02,135,143,267,275,120,124,191,191,198,212,290,294,130,130,183,183
2_HR6_12C_03_F12,135,139,265,269,112,118,191,191,198,238,282,318,130,130,183,183
2_HR6_19A_01_E11,135,137,263,275,118,130,191,191,198,238,282,290,130,130,183,183
2_HR6_23_01_H01,133,135,265,271,116,120,191,191,206,206,290,294,130,133,183,183
2_HR6_23_02_B01,137,141,259,269,120,124,185,191,206,210,282,290,130,130,183,183
2_HR6_24_01_H06,137,141,259,269,116,124,191,191,208,210,282,294,130,133,183,183
2_HR6_24_02_A03,139,143,263,267,122,124,188,191,204,206,278,294,130,130,183,183
2_HR6_24_05_A12,137,137,267,267,118,126,191,191,198,198,292,298,130,130,183,183
2_HR6_24_08_H11,135,139,265,267,112,114,188,191,196,214,294,298,130,130,183,183
2_HR6_24_11_G10,137,143,263,267,118,120,191,191,206,206,292,298,130,130,183,183
2_HR6_27_01_C06,137,143,271,275,114,124,188,191,196,206,300,300,130,130,183,183
2_HR6_27_03_H06,133,139,263,267,112,126,188,191,198,206,290,298,130,130,183,183
2_HR6_28_01_D01,137,147,265,269,120,120,191,191,206,206,282,294,130,130,183,183
2_HR6_28_02_H12,135,141,267,275,116,130,191,191,198,210,294,318,130,130,183,183
2_HR6_28_03_G05,137,141,269,275,118,118,191,191,198,206,282,290,130,130,183,204
2_HR6_28_04_G03,135,137,267,275,114,116,191,191,238,238,294,294,130,133,183,204
2_HR6_28_05_G07,137,137,267,271,120,120,185,191,196,206,278,288,130,130,183,183
2_HR6_32_01_E03,133,143,265,271,120,128,191,191,206,214,,,130,130,183,183
2_HR6_36_01_G09,135,135,257,267,112,120,185,191,206,206,282,298,130,130,183,183
2_HR6_36_02_H10,135,143,257,267,112,120,185,191,206,206,284,298,130,130,183,183
2_HR6_36_03_H08,135,143,257,267,112,120,185,191,206,206,282,298,130,130,183,183
2_HR7_01_01_H09,135,135,275,275,118,124,188,191,198,206,282,306,130,130,183,189
2_HR7_04_01_E06,137,143,263,269,120,124,191,191,204,208,290,318,130,130,183,183
2_HR7_04_02_A10,135,135,259,267,112,120,188,191,206,210,290,294,130,130,183,183
2_HR7_04_03_C03,135,143,265,271,114,124,191,200,198,206,282,290,130,130,183,183
2_HR7_04_06_C07,135,149,271,299,118,120,191,200,206,210,294,298,130,130,183,183
2_HR7_05A_01_F02,135,135,257,267,116,120,188,191,206,206,284,284,130,130,183,183
2_HR7_07A_01_D11,133,135,263,273,130,130,191,191,206,206,290,294,130,130,183,204
2_HR7_07A_02_F01,135,139,265,275,118,120,191,191,198,204,292,304,130,130,183,183
2_HR7_07A_04_E03,137,143,263,265,120,126,191,191,190,204,300,318,130,133,183,183
2_HR7_07A_05_G12,135,135,263,267,118,124,191,191,206,206,282,284,130,130,183,183
2_HR7_07A_06_C04,135,137,257,265,116,118,188,191,198,206,288,318,130,130,183,189
2_HR7_10_03_G01,135,135,263,267,118,124,191,200,206,206,282,284,130,130,183,183
2_HR7_10_08_E05,135,137,267,275,120,130,191,194,198,214,290,298,130,130,183,183
2_HR7_10_10_E08,137,137,269,271,120,124,191,191,196,206,284,290,130,130,183,189
2_HR7_12_06_D02,135,141,265,275,112,124,191,191,198,206,286,300,130,130,183,183
2_HR7_12C_03_E04,135,137,265,267,120,124,188,191,206,206,290,294,130,130,183,183
2_HR7_12C_04_D06,137,137,267,269,124,124,191,191,196,206,290,290,130,130,183,189
2_HR7_12C_05_F01,137,139,269,271,120,124,188,191,198,214,282,292,127,133,183,183
2_HR7_12C_06_C06,133,135,263,273,118,130,191,191,206,206,294,294,130,130,183,183
2_HR7_22_01_A08,135,139,263,265,120,124,191,191,206,206,282,298,130,130,183,183
2_HR7_22_02_G11,137,141,269,275,118,120,191,191,190,206,282,290,130,130,183,204
2_HR7_23_01_B06,137,147,267,267,112,112,185,191,198,206,292,308,130,130,183,189
2_HR7_23_02_B08,137,139,265,267,124,124,191,191,206,206,290,294,130,130,183,183
2_HR7_25_01_C05,133,137,267,269,120,120,191,191,206,206,292,300,130,130,183,183
2_HR7_27_01_C11,135,135,269,269,116,116,191,191,206,238,292,306,130,130,183,183
2_HR7_27_02_C12,135,135,265,267,118,122,191,191,206,206,290,308,130,130,183,183
2_HR7_27_04_B07,135,137,265,275,116,120,191,191,206,210,290,308,130,130,183,183
2_HR7_28_01_E07,135,141,267,275,120,130,191,191,204,206,282,306,130,130,183,183
2_HR7_28_02_H04,135,137,265,269,118,120,191,191,206,238,294,308,130,130,183,183
2_HR7_28_04_F01,135,143,265,267,118,120,191,191,196,206,286,290,130,133,183,183
2_HR7_28_05_E10,137,139,265,267,116,124,188,191,206,210,290,298,130,130,183,183
2_HR7_28_06_C03,135,137,265,275,114,120,191,191,204,206,294,300,130,130,183,183
2_HR7_28_07_H09,135,137,259,263,120,120,188,191,206,206,294,294,130,130,183,183
2_HR7_31_01_D01,133,135,263,269,116,124,191,191,198,206,292,300,130,130,183,183
2_HR7_35_01_E07,133,137,265,265,112,120,191,191,198,206,294,300,130,130,183,183
2_HR7_36_01_E08,135,141,263,267,120,120,188,191,206,206,282,292,130,130,183,183
2_HR7_36_02_B09,135,137,259,271,112,124,191,191,204,208,290,294,130,130,183,183
2_HR7_36_03_G06,137,143,267,269,120,124,191,191,198,206,282,282,130,133,183,183
2_HR7_36_04_B03,135,137,259,263,112,130,191,200,200,208,292,300,130,130,183,183
2_HR7_36_05_E03,133,133,269,271,112,120,191,200,198,198,284,304,130,130,183,183
2_HR8_03_01_D05,135,137,269,299,114,130,191,191,204,206,280,284,130,130,183,183
2_HR8_04_01_F07,135,137,263,265,122,124,191,191,198,206,300,304,130,133,183,183
2_HR8_05A_01_H03,137,137,269,275,116,124,191,191,198,210,318,318,130,130,183,183
2_HR8_07A_01_B07,135,137,267,275,114,116,191,191,198,238,280,294,130,133,183,204
2_HR8_07A_02_F03,135,135,263,263,118,124,191,191,198,206,282,290,130,130,183,183
2_HR8_07A_04_F05,133,137,263,269,116,120,188,191,190,196,292,294,130,130,183,183
2_HR8_07A_05_A09,135,137,267,275,116,124,188,191,196,208,,,130,130,183,183
2_HR8_07A_06_C04,135,141,257,271,118,130,191,191,196,210,290,304,130,130,183,183
2_HR8_07A_07_E01,133,147,259,267,116,118,191,191,206,206,286,290,130,133,183,183
2_HR8_10_01_E11,135,137,259,275,120,124,191,191,204,206,282,284,130,133,183,183
2_HR8_10_02_H08,137,143,267,271,118,120,188,191,198,204,294,306,130,130,183,183
2_HR8_12C_01_E05,135,135,267,275,112,120,191,191,196,206,304,318,130,130,183,183
2_HR8_12C_04_D10,141,141,257,265,116,126,191,191,206,210,280,282,130,130,183,183
2_HR8_13_01_H07,139,143,267,267,120,124,191,191,190,206,294,300,130,130,183,183
2_HR8_19A_01_D07,137,137,269,271,118,120,188,191,204,212,286,294,130,130,183,189
2_HR8_19A_02_A05,137,141,265,275,124,126,188,188,200,206,290,318,130,130,183,189
2_HR8_22_02_G09,141,141,265,271,116,118,188,191,206,206,294,298,130,130,183,183
2_HR8_22_03_B04,135,137,267,267,124,130,191,191,196,204,286,290,130,130,183,183
2_HR8_23_01_D04,135,135,259,275,112,118,191,191,198,206,292,300,130,133,183,189
2_HR8_23_02_F03,135,143,269,275,114,116,188,191,206,214,298,306,130,133,183,183
2_HR8_23_03_E11,137,143,269,271,112,120,191,191,206,206,282,294,130,130,183,183
2_HR8_23_04_F11,135,141,267,275,120,130,185,191,206,210,282,294,130,130,183,183
2_HR8_23_05_D01,135,137,259,269,112,130,188,191,204,206,278,282,130,130,183,183
2_HR8_23_06_C03,135,137,267,275,116,120,191,191,206,256,286,304,130,130,183,183
2_HR8_24_01_C06,137,143,271,275,114,124,188,191,196,206,300,300,130,130,183,183
2_HR8_25_01_G02,141,143,257,265,120,126,191,191,206,210,282,292,130,130,183,183
2_HR8_26_01_B08,135,137,275,275,124,124,191,191,206,210,282,318,130,130,183,183
2_HR8_26_02_G03,135,149,265,275,116,120,191,191,198,200,290,318,130,130,183,204
2_HR8_27_01_F08,133,137,265,267,126,130,188,191,190,206,288,318,130,130,183,183
2_HR8_27_02_C08,135,143,273,275,118,120,191,191,206,214,280,284,130,130,183,183
2_HR8_27_03_C02,137,141,265,267,126,130,188,191,190,206,288,294,130,130,183,183
2_HR8_27_04_F06,135,143,267,303,124,130,191,191,206,238,278,318,130,130,183,183
2_HR8_28_01_G05,133,133,265,275,112,116,188,188,206,214,278,294,130,130,183,183
2_HR8_28_03_G01,135,135,263,275,116,118,191,191,198,206,282,306,130,130,183,204
2_HR8_28_04_F03,135,141,259,265,120,130,188,191,196,198,282,284,130,130,183,183
2_HR8_28_05_B11,137,139,267,267,120,124,191,191,198,206,292,294,130,130,189,189
2_HR8_28_06_B01,137,139,267,275,118,124,191,191,206,206,282,288,130,130,183,183
2_HR8_28_07_H02,141,141,267,275,124,136,194,206,206,,290,296,136,136,189,189
2_HR8_28_08_G04,135,135,267,271,120,126,191,191,198,206,290,318,130,130,183,183
2_HR8_28_09_E09,135,135,263,265,118,124,188,191,198,206,282,288,130,130,183,189
2_HR8_31_01_D08,137,143,265,269,120,126,191,191,190,204,292,318,130,133,183,183
2_HR8_33_01_E07,137,139,,,112,116,191,191,206,210,298,318,127,130,183,183
2_HR8_33_02_B05,135,137,265,269,118,120,191,200,206,206,278,284,130,130,183,183
2_HR8_36_02_E12,131,135,267,271,120,124,191,191,200,206,294,300,130,130,183,183
2_HR8_36_03_H10,135,137,263,263,118,130,191,191,206,238,286,290,130,130,183,183
2_HR8_36_04_H12,141,141,257,265,116,126,188,191,206,210,280,282,130,130,183,183
2_HR8_36_07_A04,141,141,267,269,118,120,188,191,196,198,290,292,130,130,183,183
2_HR9_01_01_G04,133,135,265,275,118,124,191,191,206,206,282,294,130,130,183,183
2_HR9_03_01_H08,135,137,267,269,112,124,191,191,206,206,,,130,130,183,183
2_HR9_06A_01_B12,141,143,265,267,112,120,191,191,212,256,284,290,130,130,183,183
2_HR9_07A_01_G11,135,137,267,267,124,124,191,191,206,256,278,288,130,130,183,204
2_HR9_07A_03_B09,135,143,257,269,124,124,191,191,198,200,282,294,130,133,183,183
2_HR9_07A_04_H04,137,141,263,275,118,130,191,191,198,214,280,290,130,130,183,183
2_HR9_07A_05_C01,141,147,263,265,124,130,191,191,198,206,278,294,130,130,183,183
2_HR9_10_01_B02,133,135,263,265,112,112,191,191,206,206,290,298,130,130,183,189
2_HR9_12C_01_A11,135,147,263,269,120,130,188,191,204,206,280,294,130,130,183,204
2_HR9_19A_01_G03,135,139,267,275,118,124,191,191,204,204,292,292,130,130,183,183
2_HR9_19A_02_B10,137,137,265,269,112,118,188,191,204,212,286,294,130,130,183,189
2_HR9_20A_01_C01,135,135,271,271,120,124,191,191,198,198,292,302,130,130,183,183
2_HR9_20A_02_B11,135,137,267,267,124,130,191,191,204,206,286,290,130,130,183,183
2_HR9_20A_03_H07,135,135,263,275,118,120,188,191,198,204,282,294,130,130,183,183
2_HR9_20A_04_A11,137,141,269,275,118,120,191,191,190,206,282,290,130,130,183,204
2_HR9_20A_05_D04,135,137,267,267,120,130,191,191,204,206,286,290,130,130,183,183
2_HR9_22_01_G10,133,135,259,269,120,124,188,191,196,206,278,294,130,130,183,183
2_HR9_22_02_A10,135,135,265,271,114,116,191,191,212,214,286,298,127,130,183,183
2_HR9_22_03_G01,135,139,257,267,118,120,191,191,206,214,288,288,130,130,183,183
2_HR9_22_04_A05,137,137,265,269,118,120,188,191,204,212,286,294,130,130,183,189
2_HR9_22_05_H03,135,135,265,267,120,126,191,191,206,206,,,130,130,183,183
2_HR9_23_01_F02,139,141,259,275,120,120,191,191,206,238,292,294,130,130,183,183
2_HR9_23_02_E06,135,135,257,265,118,124,188,191,198,198,288,318,130,130,183,189
2_HR9_23_03_H08,137,141,257,275,116,120,191,191,198,206,282,304,130,130,183,183
2_HR9_23_04_A02,137,141,271,275,114,116,188,191,196,206,300,300,130,133,183,183
2_HR9_28_01_G08,133,137,263,269,116,120,188,191,190,206,292,294,130,130,183,183
2_HR9_28_02_F04,135,135,263,267,124,124,191,200,198,206,282,284,130,130,183,183
2_HR9_28_03_B01,137,141,275,275,120,124,191,200,190,206,284,290,130,130,183,183
2_HR9_28_04_C05,135,137,263,265,116,118,188,191,198,206,288,318,130,130,183,204
2_HR9_28_05_G02,135,139,265,267,118,126,188,191,190,206,284,298,130,130,183,183
2_HR9_33_01_F08,133,135,265,287,112,120,191,191,206,210,292,306,130,130,183,183
2_HR9_36_03_B02,135,135,269,275,116,118,191,191,238,238,280,294,130,133,183,204
2_HR9_36_04_F02,135,135,269,275,112,124,188,191,196,206,306,318,130,130,183,183
2_HR9_36_05_C01,139,141,267,299,120,120,191,191,210,214,290,294,130,130,183,183
2_HR9_36_06_F11,135,135,267,275,114,116,191,191,198,198,280,294,130,133,183,204
2_HR9_36_07_H07,133,141,257,259,112,122,191,200,206,210,300,308,130,130,183,183
2_HR9_36_08_C09,139,143,263,265,116,124,188,191,198,206,284,290,130,130,183,189
2_HR10_03_01_A12,135,137,265,275,114,118,191,191,206,214,286,294,130,130,183,189
2_HR10_04_01_E06,133,147,265,275,124,126,191,191,208,210,,,130,130,183,183
2_HR10_04_02_D07,135,135,259,267,112,120,188,191,198,206,290,294,130,130,183,183
2_HR10_07A_01_B02,135,137,259,269,120,124,191,191,206,206,278,294,130,130,183,204
2_HR10_07A_02_F07,131,143,269,271,120,124,191,191,204,208,284,284,130,130,183,183
2_HR10_07A_03_D12,135,141,259,265,120,130,191,191,206,214,284,284,130,130,183,183
2_HR10_07A_04_C12,135,137,265,271,112,116,191,191,206,206,290,304,130,130,183,183
2_HR10_07A_06_A07,137,147,267,271,116,120,191,191,206,206,290,294,130,133,183,183
2_HR10_09_01_B08,135,137,267,267,116,124,188,191,204,208,288,300,130,130,183,183
2_HR10_19A_01_D02,137,137,267,271,126,126,185,191,206,256,282,294,130,130,183,183
2_HR10_20A_01_G08,135,137,267,267,120,130,191,191,196,204,290,298,130,130,183,183
2_HR10_22_01_H01,135,139,269,271,116,124,191,191,212,214,280,286,127,130,183,183
2_HR10_22_02_F04,135,137,269,271,124,126,191,191,212,238,286,304,130,130,183,183
2_HR10_22_03_B10,141,141,267,269,118,120,188,191,196,198,290,292,130,130,183,183
2_HR10_22_04_C10,137,143,265,271,112,124,188,191,238,256,290,290,130,133,183,183
2_HR10_22_05_A12,133,135,269,271,120,124,188,191,198,200,280,286,130,130,183,183
2_HR10_23_01_F02,135,135,267,275,116,120,191,191,206,256,286,304,130,130,183,183
2_HR10_24_01_F09,133,135,265,265,118,120,188,191,206,,294,304,130,130,183,183
2_HR10_25_01_G11,137,137,265,271,126,126,185,191,,,,,130,130,183,183
2_HR10_26_01_D08,133,137,265,267,120,120,188,191,204,206,300,318,130,130,183,183
2_HR10_26_02_B12,133,137,265,267,112,130,188,191,190,206,288,318,130,130,183,183
2_HR10_26_03_D09,135,143,259,259,124,124,191,191,198,210,286,302,130,130,183,183
2_HR10_28_01_F10,135,137,259,299,120,120,191,200,206,210,290,300,130,130,183,204
2_HR10_28_02_E01,141,143,259,265,118,124,188,188,208,210,300,318,130,130,183,183
2_HR10_28_03_F04,133,135,265,269,116,120,191,191,190,238,294,318,133,133,183,183
2_HR10_28_04_A01,133,135,265,275,118,124,191,191,206,208,282,294,130,130,183,204
2_HR10_28_05_E05,135,137,259,265,120,120,191,194,200,206,282,290,130,130,183,183
2_HR10_28_06_C07,135,143,265,275,118,124,188,191,206,206,286,290,130,130,183,183
2_HR10_28_07_H11,135,143,265,271,112,124,188,191,238,256,284,290,130,133,183,183
2_HR10_28_08_A06,135,135,265,275,118,124,191,191,206,208,282,290,130,130,183,204
2_HR10_28_10_G01,133,137,267,271,120,124,185,191,196,206,278,288,130,130,183,183
2_HR10_28_11_G07,133,135,269,269,116,120,191,191,206,238,284,294,133,133,183,183
2_HR10_36_02_H05,135,137,263,267,118,124,191,191,206,210,294,300,130,130,183,183
2_HR10_36_03_F01,139,139,263,267,116,126,188,191,190,198,306,318,130,130,183,183
2_HR10_36_05_E11,133,137,263,269,124,124,191,191,206,206,294,298,130,130,183,183
2_HR10_36_06_C05,137,137,265,275,124,130,188,191,206,238,282,284,130,130,183,183
2_HR10_36_07_H01,135,137,265,275,118,120,191,191,190,206,294,308,130,130,183,189
2_HR13_27_01_C06,135,135,269,275,112,126,191,191,198,206,288,318,130,130,183,183
2_HR14_04_01_A01,133,135,265,275,118,124,191,191,206,208,282,290,130,130,183,204
2_HR14_05A_01_B12,135,147,267,267,120,124,188,191,190,198,294,300,130,130,183,183
2_HR14_06A_01_G09,135,137,265,267,112,118,188,191,204,206,290,294,130,130,183,183
2_HR14_07A_01_E02,137,141,267,267,120,126,188,191,206,206,290,290,130,130,183,189
2_HR14_12_01_B01,135,137,265,269,120,126,191,191,206,214,,,130,130,183,183
2_HR14_12C_01_F12,137,137,263,271,118,120,188,191,206,206,290,306,130,130,183,183
2_HR14_13_01_E07,133,135,259,263,116,118,191,191,206,206,294,308,130,130,183,183
2_HR14_16_01_H02,135,141,267,267,118,124,191,191,188,188,288,290,130,130,189,189
2_HR14_19A_01_C02,135,135,267,269,112,118,188,191,206,206,292,300,130,130,183,183
2_HR14_21_01_B11,137,139,261,267,116,124,191,200,206,206,288,290,130,130,183,183
2_HR14_21_02_H07,135,135,263,271,118,130,188,191,198,210,290,306,130,130,183,183
2_HR14_26_01_F01,137,137,267,275,118,124,191,200,206,206,282,292,130,130,183,183
2_HR14_27_01_D06,133,139,263,265,124,126,188,191,198,210,278,294,130,130,183,183
2_HR14_28_01_A10,135,137,267,271,120,130,191,191,204,212,286,320,130,130,183,183
2_HR14_32_01_B03,133,135,263,275,120,124,188,191,204,206,290,294,130,130,183,183
2_HR14_32_02_A11,135,137,267,299,116,120,188,191,206,206,284,290,127,130,183,183
2_HR15_01_01_A09,135,135,267,267,112,124,188,191,198,206,282,306,127,130,183,183
2_HR16_18_01_D04,135,143,265,275,124,124,188,191,198,204,284,298,130,130,183,189
2_HR17_21_01_E09,143,147,259,267,124,130,191,191,198,210,286,288,130,130,183,204
2_HR17_34_01_H09,135,137,267,271,124,128,191,191,206,210,294,318,130,130,183,189
2_HR18_01_01_H11,133,143,267,267,124,124,188,191,208,210,282,290,130,133,183,183
2_HR18_11_01_H10,137,139,259,269,116,130,191,191,198,210,292,294,130,130,183,183
2_HR19_04_13_F03,135,137,263,275,118,118,191,191,198,206,282,300,118,130,183,183
2_HR19_09_01_F08,135,141,275,275,120,124,191,191,196,206,278,282,130,130,183,183
2_HR19_23_08_G01,137,143,267,269,120,130,191,191,198,198,294,300,130,130,183,183
2_HR19_31_01_G05,137,137,267,271,120,124,191,200,206,206,286,292,130,130,183,183
2_HR19_34_09_G08,135,137,265,269,120,124,191,191,214,214,290,308,130,130,183,183
2_HR19_34_10_H03,133,135,259,267,116,120,191,191,198,238,282,298,130,130,183,183
2_HR20_26_02_G11,139,141,267,267,118,126,188,191,196,198,282,306,130,130,183,183
2_HR21_16_07_F04,135,135,267,267,112,118,191,191,196,204,286,304,130,130,183,183
2_HR21_18_01_D03,133,141,265,275,118,124,191,200,206,210,290,290,130,130,183,183
2_HR21_21_01_H06,133,135,265,275,116,124,188,191,198,206,294,294,130,133,183,183
2_HR21_23_01_A08,135,137,257,275,114,120,191,191,206,206,290,318,130,130,183,183
2_HR22_01_01_F09,135,135,261,267,112,128,191,191,206,210,298,298,130,130,183,183
2_HR22_04_01_G04,135,143,257,265,118,124,191,191,198,206,282,294,130,130,183,183
2_HR22_12C_01_H07,137,141,275,275,118,120,188,191,190,206,304,318,130,130,183,183
2_HR22_21_01_E08,135,141,267,269,116,120,191,191,198,206,290,318,130,133,183,183
2_HR22_23_01_H11,135,135,257,275,116,118,191,200,204,206,284,318,130,130,183,183
2_HR22_23_02_H04,135,139,265,267,120,124,191,191,196,206,294,318,130,130,183,183
2_HR22_26_01_G01,135,137,267,275,116,120,191,191,206,206,284,304,121,130,183,183
2_HR22_28_01_H08,135,137,267,303,124,124,191,191,198,206,282,290,133,133,183,183
2_HR22_34_01_F05,133,135,257,265,120,124,191,191,206,238,294,308,130,130,183,189
2_HR22_36_01_H06,135,139,259,303,112,124,191,200,206,206,304,318,130,130,183,183
2_HR23_07A_02_A12,139,141,267,271,120,122,185,191,206,206,284,292,130,130,183,189
2_HR23_07A_03_A10,139,143,263,269,118,124,191,200,208,210,278,288,130,130,183,183
2_HR23_10_01_G03,137,143,265,265,116,124,188,191,198,206,282,290,130,130,183,183
2_HR23_16_04_H01,135,137,263,269,116,116,188,191,206,206,282,294,130,130,183,204
2_HR23_16_05_G10,135,135,265,271,112,116,191,191,204,214,286,294,127,130,183,183
2_HR23_16_06_G10,141,141,265,267,120,120,188,191,198,206,282,292,130,130,183,183
2_HR23_16_07_G01,135,135,267,303,120,124,191,191,198,206,290,294,130,130,183,183
2_HR23_16_08_H11,135,139,263,269,112,116,191,191,198,198,284,292,130,130,183,183
2_HR23_16_09_G02,135,137,259,259,116,116,188,191,216,238,294,304,130,130,183,183
2_HR23_16_10_G09,137,141,269,271,124,126,191,200,204,206,290,318,130,130,183,183
2_HR23_16_11_F11,137,141,267,275,120,130,188,191,196,214,292,306,130,130,183,183
2_HR23_18_02_G02,141,141,267,303,120,120,188,191,196,238,292,294,130,130,183,183
2_HR23_18_03_A09,135,147,265,269,118,124,188,191,196,196,290,294,130,130,183,183
2_HR23_18_04_G08,141,143,263,267,118,130,188,191,200,206,288,292,130,130,183,183
2_HR23_19A_01_A11,135,139,267,303,120,124,191,191,198,206,290,318,130,130,183,183
2_HR23_22_01_A05,133,141,263,263,116,118,191,191,198,210,290,304,130,130,183,183
2_HR23_23_01_G05,137,137,265,271,116,120,191,191,210,214,278,290,130,130,183,183
2_HR23_23_02_G07,133,135,267,269,112,116,185,191,206,206,284,292,130,130,183,183
2_HR23_23_03_H07,137,137,269,271,120,124,188,191,204,210,282,318,130,130,183,183
2_HR23_23_04_H05,135,137,267,275,118,122,191,191,204,206,294,300,130,130,183,183
2_HR23_23_05_H02,135,137,263,275,118,124,191,191,214,214,298,308,130,130,183,189
2_HR23_23_06_G08,135,137,267,275,114,120,191,191,204,256,286,308,130,130,183,183
2_HR23_23_07_F10,141,143,275,275,118,130,188,200,206,206,288,290,130,130,183,189
2_HR23_23_08_H12,135,137,259,267,116,116,191,191,198,198,284,292,130,130,183,189
2_HR23_23_09_A04,135,137,265,267,120,120,188,191,206,206,290,300,130,130,183,204
2_HR23_23_10_B06,133,135,263,265,124,126,188,191,196,206,290,318,130,130,183,183
2_HR23_23_11_H12,135,137,267,269,124,126,188,191,204,204,282,308,130,130,183,183
2_HR23_23_12_G03,135,137,267,271,114,118,191,191,198,210,318,318,130,130,183,183
2_HR23_23_13_H03,133,135,265,267,120,124,188,191,210,238,282,318,130,130,183,183
2_HR23_23_14_G07,139,139,265,267,116,120,191,191,210,212,278,290,130,130,183,183
2_HR23_24_01_F08,137,143,259,269,116,124,188,191,198,238,294,304,130,130,183,183
2_HR23_26_01_A03,137,137,265,267,118,130,191,191,198,204,286,290,130,130,183,183
2_HR23_26_02_H01,135,,,,118,126,191,191,198,206,282,282,130,130,183,183
2_HR23_28_01_G06,133,141,263,275,124,124,188,188,196,208,304,306,130,130,183,183
2_HR23_28_02_H05,137,141,267,275,124,126,188,191,196,198,288,292,130,130,183,183
2_HR23_28_03_H09,137,141,267,275,120,130,188,188,196,214,290,306,130,130,183,183
2_HR23_28_04_A06,133,135,265,271,118,120,191,191,198,238,282,290,130,130,183,183
2_HR23_31_01_A01,133,141,271,287,112,120,191,191,198,210,290,298,130,130,183,183
2_HR23_33_01_H04,135,135,265,267,118,120,188,191,204,206,290,294,130,130,183,183
2_HR23_33_02_G12,133,135,267,271,118,120,188,191,198,206,300,308,130,130,183,183
2_HR23_34_01_H09,137,141,259,267,118,120,191,200,206,238,292,298,121,127,183,183
2_HR23_36_02_G10,137,143,265,265,112,126,191,200,206,206,280,282,130,130,183,183
2_HR23_36_03_F12,137,137,259,265,116,120,191,191,204,206,290,300,130,133,183,183
2_HR24_01_01_G06,141,141,263,269,120,124,191,191,190,190,292,294,130,130,183,183
